1 ; 2 ; 3 ; 4 ; 5 ; 6 ; 7 ; 8 ; 9 ; 10 ; 11 ; 12 ; 13 ; 14 ; 15 ; 16 ; 17 ; 18 ; 19 ; 20 ; 21 ; 22 ; 23 ; 24 ; 25 ; 26 ; 27 ; 28 ; 29 ; 30 ; 31 ; 32 ; 33 ; 34 ; 35 ; 36 ; 37 ; 38 ; 39 ; 40 ; 41 ; 42 ; 43 ; 44 ; 45 ; 46 ; 47 ; 48 ; 49 ; 50 ; 51 ; 52 ; 53 ; 54 ; 55 ; 56 ; 57 ; 58 ; 59 ; 60
0 ; 0 ; 0.00069 ; 0.00132 ; 0.00148 ; 0.00268 ; 0.00237 ; 0.00327 ; 0.0042 ; 0.00469 ; 0.00623 ; 0.00682 ; 0.00868 ; 0.01054 ; 0.01135 ; 0.01544 ; 0.01572 ; 0.01887 ; 0.02 ; 0.02248 ; 0.02503 ; 0.02492 ; 0.02692 ; 0.02964 ; 0.03027 ; 0.03276 ; 0.03203 ; 0.03496 ; 0.03562 ; 0.03466 ; 0.03665 ; 0.03657 ; 0.03586 ; 0.03563 ; 0.03513 ; 0.03227 ; 0.03305 ; 0.02861 ; 0.02882 ; 0.02834 ; 0.02465 ; 0.02593 ; 0.02243 ; 0.02005 ; 0.01836 ; 0.01511 ; 0.01521 ; 0.01153 ; 0.01046 ; 0.00938 ; 0.00659 ; 0.00688 ; 0.00527 ; 0.00439 ; 0.00323 ; 0.00238 ; 0.00244 ; 0.00155 ; 0.00118 ; 0.00068
